OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600931,Sample-Routine,Water,Surface Water,2006-09-06,14:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,1 3L btl,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46021804,,,Nitrogen,Suspended,0.332,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2006-10-19,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600721,Sample-Routine,Water,Surface Water,2006-07-18,08:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2050013 25 mL  TPCN 25 mL L-2050013 Received July 22,2006  Received Jully 22,2006    X= No CHY received",,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46011772,,,Phosphorus,Total,0.25,mg/l as P,,Accepted,,Actual,,,,,,,,,,The parameter 00665 was swapped from labcode 2333 to labcode 2759,00665,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,,2006-08-08,result determined by alternate methodsee result laboratory comment,,Laboratory Reporting Level,0.02,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600721,Sample-Routine,Water,Surface Water,2006-07-18,08:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2050013 25 mL  TPCN 25 mL L-2050013 Received July 22,2006  Received Jully 22,2006    X= No CHY received",,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46011773,,,Phosphorus,Dissolved,0.132,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2006-07-28,,,Laboratory Reporting Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600721,Sample-Routine,Water,Surface Water,2006-07-18,08:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2050013 25 mL  TPCN 25 mL L-2050013 Received July 22,2006  Received Jully 22,2006    X= No CHY received",,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46011824,,,Nitrogen,Suspended,0.422,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2006-08-14,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600688,Sample-Routine,Water,Surface Water,2006-07-07,14:15:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1920101 TPCN 25 mL L-1920101 X= No CHY received,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46009987,,,Phosphorus,Total,0.20,mg/l as P,,Accepted,,Actual,,,,,,,,,,The parameter 00665 was swapped from labcode 2333 to labcode 2759,00665,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,,2006-07-24,result determined by alternate methodsee result laboratory comment,,Laboratory Reporting Level,0.02,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600688,Sample-Routine,Water,Surface Water,2006-07-07,14:15:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1920101 TPCN 25 mL L-1920101 X= No CHY received,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46009988,,,Phosphorus,Dissolved,0.116,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2006-07-14,,,Laboratory Reporting Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600688,Sample-Routine,Water,Surface Water,2006-07-07,14:15:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1920101 TPCN 25 mL L-1920101 X= No CHY received,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46010039,,,Nitrogen,Suspended,0.512,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2006-08-03,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600375,Sample-Routine,Water,Surface Water,2006-03-29,14:15:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,1 3L,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45993979,,,Phosphorus,Total,0.27,mg/l as P,,Accepted,,Actual,,,,,,,,,,The parameter 00665 was swapped from labcode 2333 to labcode 2759,00665,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,,2006-04-28,result determined by alternate methodsee result laboratory comment,,Laboratory Reporting Level,0.02,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600375,Sample-Routine,Water,Surface Water,2006-03-29,14:15:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,1 3L,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45993980,,,Phosphorus,Dissolved,0.099,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,,2006-04-06,,,Laboratory Reporting Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00600375,Sample-Routine,Water,Surface Water,2006-03-29,14:15:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,1 3L,,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-45994031,,,Nitrogen,Suspended,0.456,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2006-04-06,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700389,Sample-Routine,Water,Surface Water,2007-02-21,14:25:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-0580030 25 ML L-0580030 X= Sample lacks time, all else matches  Received March 10,2007",,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46046889,,,Phosphorus,Total,0.252,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-03-21,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700389,Sample-Routine,Water,Surface Water,2007-02-21,14:25:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-0580030 25 ML L-0580030 X= Sample lacks time, all else matches  Received March 10,2007",,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46046890,,,Phosphorus,Dissolved,0.118,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-03-14,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700389,Sample-Routine,Water,Surface Water,2007-02-21,14:25:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-0580030 25 ML L-0580030 X= Sample lacks time, all else matches  Received March 10,2007",,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46046942,,,Nitrogen,Suspended,0.336,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,,2007-03-08,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700734,Sample-Routine,Water,Surface Water,2007-05-30,15:25:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1520019 15 mL L-1520019 Frozen containers received warm at 1     Degrees C..  CHY smpls recvd in same cooler as regular smpls, paa, 6/1/07",,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46068058,,,Phosphorus,Total,0.383,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-06-19,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700734,Sample-Routine,Water,Surface Water,2007-05-30,15:25:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1520019 15 mL L-1520019 Frozen containers received warm at 1     Degrees C..  CHY smpls recvd in same cooler as regular smpls, paa, 6/1/07",,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46068059,,,Phosphorus,Dissolved,0.114,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-06-20,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700734,Sample-Routine,Water,Surface Water,2007-05-30,15:25:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1520019 15 mL L-1520019 Frozen containers received warm at 1     Degrees C..  CHY smpls recvd in same cooler as regular smpls, paa, 6/1/07",,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46068110,,,Nitrogen,Suspended,0.305,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2007-06-26,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00701041,Sample-Routine,Water,Surface Water,2007-09-05,13:40:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2500570 20 mL   NO DRY ICE L-2500570 all matches, paa",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77580317,,,Phosphorus,Total,0.42,mg/l as P,,Accepted,,Actual,,,,,,,,,,The parameter 00665 was swapped from labcode 2333 to labcode 2759,00665,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2007-10-05,result determined by alternate methodsee result laboratory comment,,Laboratory Reporting Level,0.02,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00701041,Sample-Routine,Water,Surface Water,2007-09-05,13:40:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2500570 20 mL   NO DRY ICE L-2500570 all matches, paa",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77580318,,,Phosphorus,Dissolved,0.184,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-10-03,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00701041,Sample-Routine,Water,Surface Water,2007-09-05,13:40:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2500570 20 mL   NO DRY ICE L-2500570 all matches, paa",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77580388,,,Phosphorus,Suspended,0.100,%,,Accepted,,Actual,Dry,,,,,,,,,,30292,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00701041,Sample-Routine,Water,Surface Water,2007-09-05,13:40:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2500570 20 mL   NO DRY ICE L-2500570 all matches, paa",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77580409,,,Nitrogen,Suspended,0.421,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2007-11-07,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700694,Sample-Routine,Water,Surface Water,2007-05-16,14:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1410045 10 ML L-1410045 Received May 19,2007    X= Sample vial received broken..  pending final ok from DW and WSC to proceed w/login, paa, 5/21/07..  login okay per jerri, paa, 5/23/07  X = Date on sample = 5/14/07    X = Time on sample = 1440, all else matches   Received warm,PAA Frozen containe",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46065078,,,Phosphorus,Total,0.68,mg/l as P,,Accepted,,Actual,,,,,,,,,,The parameter 00665 was swapped from labcode 2333 to labcode 2759,00665,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2007-06-08,result determined by alternate methodsee result laboratory comment,,Laboratory Reporting Level,0.02,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700694,Sample-Routine,Water,Surface Water,2007-05-16,14:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1410045 10 ML L-1410045 Received May 19,2007    X= Sample vial received broken..  pending final ok from DW and WSC to proceed w/login, paa, 5/21/07..  login okay per jerri, paa, 5/23/07  X = Date on sample = 5/14/07    X = Time on sample = 1440, all else matches   Received warm,PAA Frozen containe",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46065079,,,Phosphorus,Dissolved,0.068,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-06-07,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700694,Sample-Routine,Water,Surface Water,2007-05-16,14:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1410045 10 ML L-1410045 Received May 19,2007    X= Sample vial received broken..  pending final ok from DW and WSC to proceed w/login, paa, 5/21/07..  login okay per jerri, paa, 5/23/07  X = Date on sample = 5/14/07    X = Time on sample = 1440, all else matches   Received warm,PAA Frozen containe",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46065149,,,Phosphorus,Suspended,0.080,%,,Accepted,,Actual,Dry,,,,,,,,,,30292,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700694,Sample-Routine,Water,Surface Water,2007-05-16,14:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1410045 10 ML L-1410045 Received May 19,2007    X= Sample vial received broken..  pending final ok from DW and WSC to proceed w/login, paa, 5/21/07..  login okay per jerri, paa, 5/23/07  X = Date on sample = 5/14/07    X = Time on sample = 1440, all else matches   Received warm,PAA Frozen containe",,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46065170,,,Nitrogen,Suspended,1.12,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2007-06-12,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00800130,Sample-Routine,Water,Surface Water,2007-11-26,14:20:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,tech sample;no hydro event or condition given,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77592785,,,Phosphorus,Total,0.244,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-12-19,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00800130,Sample-Routine,Water,Surface Water,2007-11-26,14:20:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,tech sample;no hydro event or condition given,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77592786,,,Phosphorus,Dissolved,0.155,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-12-04,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00800130,Sample-Routine,Water,Surface Water,2007-11-26,14:20:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,tech sample;no hydro event or condition given,,"Stable, low stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77592837,,,Nitrogen,Suspended,0.301,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2008-01-28,,,Laboratory Reporting Level,0.04,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700625,Sample-Routine,Water,Surface Water,2007-04-30,14:45:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1240008 15 mL    No Dry Ice in area shipped as instructed  TPCN 15mL,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46059256,,,Phosphorus,Total,0.388,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-05-22,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700625,Sample-Routine,Water,Surface Water,2007-04-30,14:45:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1240008 15 mL    No Dry Ice in area shipped as instructed  TPCN 15mL,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46059257,,,Phosphorus,Dissolved,0.109,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-05-17,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700625,Sample-Routine,Water,Surface Water,2007-04-30,14:45:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1240008 15 mL    No Dry Ice in area shipped as instructed  TPCN 15mL,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-46059308,,,Nitrogen,Suspended,0.501,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2007-05-09,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700905,Sample-Routine,Water,Surface Water,2007-07-19,09:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2040144 20 ML    Dry Ice unavailable   Shipped as per Mike Shroeder's instruction L-2040144 Received July 21,2007  Received July 21, 2007  X = Cooler not marked for CHY     Received July 21, 2007",,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77572419,,,Phosphorus,Total,0.228,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-08-16,sample was diluted,,Laboratory Reporting Level,0.008,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700905,Sample-Routine,Water,Surface Water,2007-07-19,09:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2040144 20 ML    Dry Ice unavailable   Shipped as per Mike Shroeder's instruction L-2040144 Received July 21,2007  Received July 21, 2007  X = Cooler not marked for CHY     Received July 21, 2007",,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77572420,,,Phosphorus,Dissolved,0.131,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-08-16,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00700905,Sample-Routine,Water,Surface Water,2007-07-19,09:20:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-2040144 20 ML    Dry Ice unavailable   Shipped as per Mike Shroeder's instruction L-2040144 Received July 21,2007  Received July 21, 2007  X = Cooler not marked for CHY     Received July 21, 2007",,Falling stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77572471,,,Nitrogen,Suspended,0.277,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2007-08-21,,,Lower Reporting Limit,0.022,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00800146,Sample-Routine,Water,Surface Water,2007-12-10,14:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,tech sample;no hydro event or condition given,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77593565,,,Phosphorus,Total,0.55,mg/l as P,,Accepted,,Actual,,,,,,,,,,The parameter 00665 was swapped from labcode 2333 to labcode 2759,00665,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2007-12-26,result determined by alternate methodsee result laboratory comment,,Laboratory Reporting Level,0.02,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.00800146,Sample-Routine,Water,Surface Water,2007-12-10,14:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,tech sample;no hydro event or condition given,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-77593566,,,Phosphorus,Dissolved,0.157,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2007-12-14,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
